INFO  [2020-03-26 04:19:01,973] main                 pid 5329@localhost.localdomain
DEBUG [2020-03-26 04:19:01,975] main                 Using property file /usr/multiverse/bin/multiverse.properties
          <object idref="DisplayContext$Submesh4"/>
          <string>human_male_head_01-mesh.0</string>
         </void>
        </void>
        <void class="multiverse.server.objects.DisplayContext$Submesh" method="getField">
         <string>material</string>
         <void method="set">
          <object idref="DisplayContext$Submesh4"/>
          <string>human_male_fantasy.human_male_head_01</string>
         </void>
        </void>
       </object>
      </void>
     </void>
     <void property="submeshes">
      <object idref="HashSet0"/>
     </void>
    </object>
   </void>
   <void id="MobilePerceiver0" method="get">
    <string>mvobj.perceiver</string>
    <void property="element">
     <object class="multiverse.server.engine.WMWorldNode" id="WMWorldNode0">
      <void property="instanceOid">
       <long>1901</long>
      </void>
      <void property="interpLoc">
       <object class="multiverse.server.math.Point">
        <void property="x">
         <int>-764187</int>
        </void>
        <void property="y">
         <int>128782</int>
        </void>
        <void property="z">
         <int>3955895</int>
        </void>
       </object>
      </void>
      <void property="lastInterp">
       <long>1585214495339</long>
      </void>
      <void property="objectOID">
       <long>1852</long>
      </void>
      <void property="orientation">
       <object class="multiverse.server.math.Quaternion">
        <void property="w">
         <float>0.64844894</float>
        </void>
        <void property="y">
         <float>0.7612582</float>
        </void>
       </object>
      </void>
      <void property="perceiver">
       <object idref="MobilePerceiver0"/>
      </void>
      <void property="rawLoc">
       <object class="multiverse.server.math.Point">
        <void property="x">
         <int>-764187</int>
        </void>
        <void property="y">
         <int>128782</int>
        </void>
        <void property="z">
         <int>3955895</int>
        </void>
       </object>
      </void>
     </object>
    </void>
   </void>
   <void method="put">
    <string>runThreshold</string>
    <float>5000.0</float>
   </void>
   <void method="put">
    <string>mvobj.wnode</string>
    <object idref="WMWorldNode0"/>
   </void>
   <void method="put">
    <string>marsobj.basedc</string>
    <object class="multiverse.server.objects.DisplayContext" id="DisplayContext2">
     <void class="multiverse.server.objects.DisplayContext" method="getField">
      <string>meshFile</string>
      <void method="set">
       <object idref="DisplayContext2"/>
       <string>human_male_fantasy.mesh</string>
      </void>
     </void>
     <void property="castShadow">
      <boolean>true</boolean>
     </void>
     <void property="objRef">
      <long>1852</long>
     </void>
     <void id="HashSet1" property="submeshes">
      <void method="add">
       <object idref="DisplayContext$Submesh0"/>
      </void>
      <void method="add">
       <object idref="DisplayContext$Submesh2"/>
      </void>
      <void method="add">
       <object idref="DisplayContext$Submesh4"/>
      </void>
     </void>
     <void property="submeshes">
      <object idref="HashSet1"/>
     </void>
    </object>
   </void>
   <void method="put">
    <string>mvobj.scale</string>
    <object class="multiverse.server.math.MVVector">
     <void property="x">
      <float>1.0</float>
     </void>
     <void property="y">
      <float>1.0</float>
     </void>
     <void property="z">
      <float>1.0</float>
     </void>
    </object>
   </void>
   <void method="put">
    <string>ignored_oids</string>
    <object class="java.util.HashSet"/>
   </void>
  </void>
  <void property="propertyMap">
   <object idref="HashMap0"/>
  </void>
  <void property="type">
   <object class="multiverse.server.objects.ObjectType" method="getObjectType">
    <short>3</short>
   </object>
  </void>
 </object>
</java>

DEBUG [2020-03-26 04:21:35,519] ObjectManager-1      Database.saveObjectHelper: saving obj: Dave
DEBUG [2020-03-26 04:21:35,519] ObjectManager-1      byte array length=10449
DEBUG [2020-03-26 04:21:35,519] ObjectManager-1      Database.updateRow: creating blob from byte stream
DEBUG [2020-03-26 04:21:35,520] ObjectManager-1      Database.updateRow: created blob, datalength=10449, bloblength=10449
DEBUG [2020-03-26 04:21:35,590] ObjectManager-1      done with saving char to the database
DEBUG [2020-03-26 04:21:35,590] ObjectManager-1      sendResponse to wmgr_1,2194 type=msgsys.RESPONSE id=843 class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:21:35,590] ObjectManager-1      ObjectManagerPlugin, SaveObjectDataHook: sent response for obj=1852
DEBUG [2020-03-26 04:21:35,590] ObjectManager-1      EnginePlugin.handleMessage: processed msg 2194, type=MessageType['mv.SAVE_OBJECT_DATA', 54], time in ms=195
INFO  [2020-03-26 04:21:35,590] ObjectManager-1      MVMeter: meter=EnginePluginOnMessageMeter, avgTime=97, totalTime=195, entries=2, elapsedMS=44840
DEBUG [2020-03-26 04:21:43,020] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:21:43,020] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:21:43,177] MessageIO            handleMessageData from proxy_1,625 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:43,177] MessageIO            [proxy_1,625] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:43,177] MessageIO            REMOVE SUBJECT 1995
DEBUG [2020-03-26 04:21:53,021] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:21:53,021] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:21:54,231] MessageIO            handleMessageData from proxy_1,682 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:21:54,231] MessageIO            [proxy_1,682] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:21:54,231] MessageIO            REMOVE SUBJECT 2209
DEBUG [2020-03-26 04:22:02,248] MessageIO            handleMessageData from proxy_1,728 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:22:02,248] MessageIO            [proxy_1,728] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:22:02,248] MessageIO            ADD SUBJECT 1995
DEBUG [2020-03-26 04:22:02,248] MessageIO            handleMessageData from proxy_1,729 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:22:02,248] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:22:02,249] Inventory-7          EnginePlugin.handleMessage: got msg id 729, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:22:02,249] Inventory-7          EnginePlugin.handleMessage: processed msg 729, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
INFO  [2020-03-26 04:22:02,249] Inventory-7          MVMeter: meter=EnginePluginOnMessageMeter, avgTime=0, totalTime=0, entries=1, elapsedMS=37170
DEBUG [2020-03-26 04:22:03,021] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:22:03,022] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:22:10,339] DBKeepalive          Database: ping
DEBUG [2020-03-26 04:22:11,295] MessageIO            handleMessageData from proxy_1,751 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:22:11,295] MessageIO            [proxy_1,751] Got filter update subId=3 rpc=false
DEBUG [2020-03-26 04:22:11,295] MessageIO            ADD SUBJECT 2209
DEBUG [2020-03-26 04:22:11,295] MessageIO            handleMessageData from proxy_1,752 type=mv.UPDATE_OBJECT len=33 class=multiverse.server.plugins.WorldManagerClient$UpdateMessage
DEBUG [2020-03-26 04:22:11,295] MessageIO            deliverMessage to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:22:11,296] Inventory-3          EnginePlugin.handleMessage: got msg id 752, matching 1 hooks for msgtype MessageType['mv.UPDATE_OBJECT', 42]
DEBUG [2020-03-26 04:22:11,296] Inventory-3          EnginePlugin.handleMessage: processed msg 752, type=MessageType['mv.UPDATE_OBJECT', 42], time in ms=0
DEBUG [2020-03-26 04:22:13,022] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:22:13,022] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:22:15,445] MessageIO            handleMessageData from mobserver,1255 type=msgsys.SUBSCRIBE len=46 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:22:15,446] MessageIO            [mobserver,1255] Got subscription subId=108 filter [SubjectFilter oid=1852 types=mv.PROPERTY,]
DEBUG [2020-03-26 04:22:15,446] MessageIO            sendResponse to mobserver,1255 type=msgsys.RESPONSE id=844 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:22:15,521] MessageIO            handleMessageData from combat,495 type=mv.SAVE_OBJECT_DATA len=2728 class=multiverse.server.plugins.ObjectManagerClient$SaveObjectDataMessage
DEBUG [2020-03-26 04:22:15,522] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:22:15,522] ObjectManager-10     EnginePlugin.handleMessage: got msg id 495, matching 1 hooks for msgtype MessageType['mv.SAVE_OBJECT_DATA', 54]
DEBUG [2020-03-26 04:22:15,522] ObjectManager-10     ObjectManagerPlugin, SaveObjectDataHook: oid=1852
DEBUG [2020-03-26 04:22:15,528] ObjectManager-10     encoding entity type=[CombatInfo,10]
DEBUG [2020-03-26 04:22:15,571] ObjectManager-10     Database.saveObject: ns=[Namespace NS.combat:4] type=[CombatInfo,10] xml conversion: length=13735, string=<?xml version="1.0" encoding="UTF-8"?>
<java version="1.8.0_242" class="java.beans.XMLDecoder">
 <object class="multiverse.mars.objects.CombatInfo" id="CombatInfo0">
  <void id="HashSet0" property="effects">
   <void method="add">
    <object class="multiverse.mars.core.MarsEffect$EffectState" id="MarsEffect$EffectState0">
     <void property="casterOid">
      <long>1852</long>
     </void>
     <void property="effectName">
      <string>health regen effect</string>
     </void>
     <void property="objectOid">
      <long>1852</long>
     </void>
     <void property="timeRemaining">
      <long>1959</long>
     </void>
    </object>
   </void>
  </void>
  <void property="effects">
   <object idref="HashSet0"/>
  </void>
  <void property="name">
   <string>DefaultPlayer</string>
  </void>
  <void property="oid">
   <long>1852</long>
  </void>
  <void property="persistenceFlag">
   <boolean>true</boolean>
  </void>
  <void id="HashMap0" property="propertyMap">
   <void method="put">
    <string>mana-max</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat0">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat0"/>
       <int>180</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat0"/>
       <int>180</int>
      </void>
     </void>
     <void property="name">
      <string>mana-max</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>combat.userflag</string>
    <boolean>true</boolean>
   </void>
   <void method="put">
    <string>attack power</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat1">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat1"/>
       <int>36</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat1"/>
       <int>36</int>
      </void>
     </void>
     <void property="name">
      <string>attack power</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>strength</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat2">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat2"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat2"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat2"/>
       <int>18</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>strength</string>
     </void>
    </object>
   </void>
   <void method="put">
